"Name","Monthly Rent"
"Description","The monthly rent (in dollars) agreed to or contracted for, regardless of any furnishings, utilities, fees, meals, or services that may be included.&nbsp;"
"Source Notes","U.S. Census Bureau, American Community Survey 5-Year Estimates, Table B25056 (2009-2020);&nbsp; retrieved from <a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a><a href=""http://factfinder2.census.gov/"" target=""_blank""></a>."
"Notes","Percents refer to the percent of all occupied rental units."

Location,Rent Level,TimeFrame,DataFormat,Data,Fips
Lower East Side,"$1,500 to $1,999",2013,Percent,0.12677,103
Battery Park/Tribeca,"$1,500 to $1,999",2013,Percent,0.12048,101
Greenwich Village,"$1,500 to $1,999",2013,Percent,0.12048,102
Tottenville,"$1,500 to $1,999",2013,Percent,0.12134,503
South Beach,"$1,500 to $1,999",2013,Percent,0.13782,502
St. George,"$1,500 to $1,999",2013,Percent,0.11085,501
Williamsburg/Greenpoint,"$1,500 to $1,999",2013,Percent,0.18598,301
Bushwick,"$1,500 to $1,999",2013,Percent,0.13833,304
Bedford Stuyvesant,"$1,500 to $1,999",2013,Percent,0.11516,303
Fort Greene/Brooklyn Hts,"$1,500 to $1,999",2013,Percent,0.1858,302
Park Slope,"$1,500 to $1,999",2013,Percent,0.24597,306
Crown Heights North,"$1,500 to $1,999",2013,Percent,0.12247,308
Brownsville,"$1,500 to $1,999",2013,Percent,0.06043,316
East New York,"$1,500 to $1,999",2013,Percent,0.09206,305
Canarsie,"$1,500 to $1,999",2013,Percent,0.14539,318
East Flatbush,"$1,500 to $1,999",2013,Percent,0.05582,317
Crown Heights South,"$1,500 to $1,999",2013,Percent,0.06698,309
Sunset Park,"$1,500 to $1,999",2013,Percent,0.16561,307
Bay Ridge,"$1,500 to $1,999",2013,Percent,0.14981,310
Borough Park,"$1,500 to $1,999",2013,Percent,0.15344,312
Flatbush/Midwood,"$1,500 to $1,999",2013,Percent,0.09815,314
Sheepshead Bay,"$1,500 to $1,999",2013,Percent,0.09463,315
Bensonhurst,"$1,500 to $1,999",2013,Percent,0.07457,311
Coney Island,"$1,500 to $1,999",2013,Percent,0.06438,313
Astoria,"$1,500 to $1,999",2013,Percent,0.22147,401
Jackson Heights,"$1,500 to $1,999",2013,Percent,0.19933,403
Flushing,"$1,500 to $1,999",2013,Percent,0.23301,407
Bayside,"$1,500 to $1,999",2013,Percent,0.3397,411
Queens Village,"$1,500 to $1,999",2013,Percent,0.27355,413
Fresh Meadows/Briarwood,"$1,500 to $1,999",2013,Percent,0.18436,408
Elmhurst/Corona,"$1,500 to $1,999",2013,Percent,0.21742,404
Rego Park/Forest Hills,"$1,500 to $1,999",2013,Percent,0.23688,406
Sunnyside/Woodside,"$1,500 to $1,999",2013,Percent,0.18681,402
Ridgewood/Glendale,"$1,500 to $1,999",2013,Percent,0.12375,405
Woodhaven,"$1,500 to $1,999",2013,Percent,0.17267,409
Jamaica/St. Albans,"$1,500 to $1,999",2013,Percent,0.12056,412
Howard Beach,"$1,500 to $1,999",2013,Percent,0.19027,410
The Rockaways,"$1,500 to $1,999",2013,Percent,0.09405,414
Bronx,"$1,500 to $1,999",2013,Percent,0.07045,36005
Brooklyn,"$1,500 to $1,999",2013,Percent,0.12387,36047
Manhattan,"$1,500 to $1,999",2013,Percent,0.15204,36061
Queens,"$1,500 to $1,999",2013,Percent,0.19402,36081
Staten Island,"$1,500 to $1,999",2013,Percent,0.11982,36085
New York City,"$1,500 to $1,999",2013,Percent,0.13623,3651000
Riverdale,"$2,000 or more",2013,Number,1260,208
Williamsbridge,"$2,000 or more",2013,Number,191,212
Throgs Neck,"$2,000 or more",2013,Number,340,210
Pelham Parkway,"$2,000 or more",2013,Number,301,211
Morrisania,"$2,000 or more",2013,Number,82.68281,203
East Tremont,"$2,000 or more",2013,Number,86.31719,206
Bedford Park,"$2,000 or more",2013,Number,257,207
University Heights,"$2,000 or more",2013,Number,56,205
Concourse/Highbridge,"$2,000 or more",2013,Number,133,204
Unionport/Soundview,"$2,000 or more",2013,Number,175,209
Mott Haven,"$2,000 or more",2013,Number,101.8451,201
Hunts Point,"$2,000 or more",2013,Number,58.1549,202
Washington Heights,"$2,000 or more",2013,Number,2190,112
Manhattanville,"$2,000 or more",2013,Number,5394,109
Central Harlem,"$2,000 or more",2013,Number,2562,110
East Harlem,"$2,000 or more",2013,Number,3240,111
Upper East Side,"$2,000 or more",2013,Number,30723,108
Upper West Side,"$2,000 or more",2013,Number,25720,107
Chelsea/Clinton,"$2,000 or more",2013,Number,18670.57847,104
Midtown Business District,"$2,000 or more",2013,Number,9344.42153,105
Murray Hill/Stuyvesant,"$2,000 or more",2013,Number,27239,106
Lower East Side,"$2,000 or more",2013,Number,10836,103
Battery Park/Tribeca,"$2,000 or more",2013,Number,12952.48416,101
Greenwich Village,"$2,000 or more",2013,Number,19120.51584,102
Tottenville,"$2,000 or more",2013,Number,522,503
South Beach,"$2,000 or more",2013,Number,520,502
St. George,"$2,000 or more",2013,Number,305,501
Williamsburg/Greenpoint,"$2,000 or more",2013,Number,7913,301
Bushwick,"$2,000 or more",2013,Number,1832,304
Bedford Stuyvesant,"$2,000 or more",2013,Number,1252,303
Fort Greene/Brooklyn Hts,"$2,000 or more",2013,Number,9493,302
Park Slope,"$2,000 or more",2013,Number,10656,306
Crown Heights North,"$2,000 or more",2013,Number,2703,308
Brownsville,"$2,000 or more",2013,Number,99,316
East New York,"$2,000 or more",2013,Number,295,305
Canarsie,"$2,000 or more",2013,Number,387,318
East Flatbush,"$2,000 or more",2013,Number,103,317
Crown Heights South,"$2,000 or more",2013,Number,694,309
Sunset Park,"$2,000 or more",2013,Number,1657,307
Bay Ridge,"$2,000 or more",2013,Number,1158,310
Borough Park,"$2,000 or more",2013,Number,1280,312
Flatbush/Midwood,"$2,000 or more",2013,Number,800,314
Sheepshead Bay,"$2,000 or more",2013,Number,755,315
Bensonhurst,"$2,000 or more",2013,Number,540,311
Coney Island,"$2,000 or more",2013,Number,586,313
Astoria,"$2,000 or more",2013,Number,3576,401
Jackson Heights,"$2,000 or more",2013,Number,1645,403
Flushing,"$2,000 or more",2013,Number,2282,407
Bayside,"$2,000 or more",2013,Number,1309,411
Queens Village,"$2,000 or more",2013,Number,814,413
Fresh Meadows/Briarwood,"$2,000 or more",2013,Number,1242,408
Elmhurst/Corona,"$2,000 or more",2013,Number,901,404
Rego Park/Forest Hills,"$2,000 or more",2013,Number,2877,406
Sunnyside/Woodside,"$2,000 or more",2013,Number,3534,402
Ridgewood/Glendale,"$2,000 or more",2013,Number,490,405
Woodhaven,"$2,000 or more",2013,Number,384,409
Jamaica/St. Albans,"$2,000 or more",2013,Number,591,412
Howard Beach,"$2,000 or more",2013,Number,430,410
The Rockaways,"$2,000 or more",2013,Number,649,414
Bronx,"$2,000 or more",2013,Number,3042,36005
Brooklyn,"$2,000 or more",2013,Number,42203,36047
Manhattan,"$2,000 or more",2013,Number,167992,36061
Queens,"$2,000 or more",2013,Number,20724,36081
Staten Island,"$2,000 or more",2013,Number,1347,36085
New York City,"$2,000 or more",2013,Number,235308,3651000
Riverdale,"$2,000 or more",2013,Percent,0.04665,208
Williamsbridge,"$2,000 or more",2013,Percent,0.00658,212
Throgs Neck,"$2,000 or more",2013,Percent,0.01355,210
Pelham Parkway,"$2,000 or more",2013,Percent,0.0099,211
Morrisania,"$2,000 or more",2013,Percent,0.00351,203
East Tremont,"$2,000 or more",2013,Percent,0.00351,206
Bedford Park,"$2,000 or more",2013,Percent,0.0066,207
University Heights,"$2,000 or more",2013,Percent,0.00138,205
Concourse/Highbridge,"$2,000 or more",2013,Percent,0.00314,204
Unionport/Soundview,"$2,000 or more",2013,Percent,0.00359,209
Mott Haven,"$2,000 or more",2013,Percent,0.00361,201
Hunts Point,"$2,000 or more",2013,Percent,0.00361,202
Washington Heights,"$2,000 or more",2013,Percent,0.03445,112
Manhattanville,"$2,000 or more",2013,Percent,0.13795,109
Central Harlem,"$2,000 or more",2013,Percent,0.05891,110
East Harlem,"$2,000 or more",2013,Percent,0.0786,111
Upper East Side,"$2,000 or more",2013,Percent,0.4126,108
Upper West Side,"$2,000 or more",2013,Percent,0.39305,107
Chelsea/Clinton,"$2,000 or more",2013,Percent,0.46277,104
Midtown Business District,"$2,000 or more",2013,Percent,0.46277,105
Murray Hill/Stuyvesant,"$2,000 or more",2013,Percent,0.50303,106
Lower East Side,"$2,000 or more",2013,Percent,0.17677,103
Battery Park/Tribeca,"$2,000 or more",2013,Percent,0.59387,101
Greenwich Village,"$2,000 or more",2013,Percent,0.59387,102
Tottenville,"$2,000 or more",2013,Percent,0.05141,503
South Beach,"$2,000 or more",2013,Percent,0.04231,502
St. George,"$2,000 or more",2013,Percent,0.01155,501
Williamsburg/Greenpoint,"$2,000 or more",2013,Percent,0.16238,301
Bushwick,"$2,000 or more",2013,Percent,0.04907,304
Bedford Stuyvesant,"$2,000 or more",2013,Percent,0.03359,303
Fort Greene/Brooklyn Hts,"$2,000 or more",2013,Percent,0.26107,302
Park Slope,"$2,000 or more",2013,Percent,0.3437,306
Crown Heights North,"$2,000 or more",2013,Percent,0.0672,308
Brownsville,"$2,000 or more",2013,Percent,0.00292,316
East New York,"$2,000 or more",2013,Percent,0.00771,305
Canarsie,"$2,000 or more",2013,Percent,0.01411,318
East Flatbush,"$2,000 or more",2013,Percent,0.00337,317
Crown Heights South,"$2,000 or more",2013,Percent,0.02103,309
Sunset Park,"$2,000 or more",2013,Percent,0.04957,307
Bay Ridge,"$2,000 or more",2013,Percent,0.03923,310
Borough Park,"$2,000 or more",2013,Percent,0.04151,312
Flatbush/Midwood,"$2,000 or more",2013,Percent,0.01925,314
Sheepshead Bay,"$2,000 or more",2013,Percent,0.02681,315
Bensonhurst,"$2,000 or more",2013,Percent,0.0143,311
Coney Island,"$2,000 or more",2013,Percent,0.01932,313
Astoria,"$2,000 or more",2013,Percent,0.06247,401
Jackson Heights,"$2,000 or more",2013,Percent,0.0465,403
Flushing,"$2,000 or more",2013,Percent,0.05173,407
Bayside,"$2,000 or more",2013,Percent,0.1046,411
Queens Village,"$2,000 or more",2013,Percent,0.0516,413
Fresh Meadows/Briarwood,"$2,000 or more",2013,Percent,0.04379,408
Elmhurst/Corona,"$2,000 or more",2013,Percent,0.0271,404
Rego Park/Forest Hills,"$2,000 or more",2013,Percent,0.10619,406
Sunnyside/Woodside,"$2,000 or more",2013,Percent,0.09579,402
Ridgewood/Glendale,"$2,000 or more",2013,Percent,0.01392,405
Woodhaven,"$2,000 or more",2013,Percent,0.01628,409
Jamaica/St. Albans,"$2,000 or more",2013,Percent,0.01705,412
Howard Beach,"$2,000 or more",2013,Percent,0.03164,410
The Rockaways,"$2,000 or more",2013,Percent,0.02723,414
Bronx,"$2,000 or more",2013,Percent,0.00812,36005
Brooklyn,"$2,000 or more",2013,Percent,0.06745,36047
Manhattan,"$2,000 or more",2013,Percent,0.30145,36061
Queens,"$2,000 or more",2013,Percent,0.04917,36081
Staten Island,"$2,000 or more",2013,Percent,0.02758,36085
New York City,"$2,000 or more",2013,Percent,0.11603,3651000
Riverdale,Under $500,2012,Number,2427,208
Williamsbridge,Under $500,2012,Number,3058,212
Throgs Neck,Under $500,2012,Number,3156,210
Pelham Parkway,Under $500,2012,Number,4027,211
Morrisania,Under $500,2012,Number,7463.46875,203
East Tremont,Under $500,2012,Number,7791.53125,206
Bedford Park,Under $500,2012,Number,4876,207
University Heights,Under $500,2012,Number,8664,205
Concourse/Highbridge,Under $500,2012,Number,7839,204
Unionport/Soundview,Under $500,2012,Number,9110,209
Mott Haven,Under $500,2012,Number,10772.6653,201
Hunts Point,Under $500,2012,Number,6151.3347,202
Washington Heights,Under $500,2012,Number,9263,112
Manhattanville,Under $500,2012,Number,7986,109
Central Harlem,Under $500,2012,Number,12659,110
East Harlem,Under $500,2012,Number,13439,111
Upper East Side,Under $500,2012,Number,3453,108
Upper West Side,Under $500,2012,Number,6964,107
Chelsea/Clinton,Under $500,2012,Number,4363.91033,104
Midtown Business District,Under $500,2012,Number,2184.08967,105
Murray Hill/Stuyvesant,Under $500,2012,Number,2003,106
Lower East Side,Under $500,2012,Number,16042,103
Battery Park/Tribeca,Under $500,2012,Number,1454.64559,101
Greenwich Village,Under $500,2012,Number,2147.35441,102
Tottenville,Under $500,2012,Number,455,503
South Beach,Under $500,2012,Number,1529,502
St. George,Under $500,2012,Number,4787,501
Williamsburg/Greenpoint,Under $500,2012,Number,8444,301
Bushwick,Under $500,2012,Number,5597,304
Bedford Stuyvesant,Under $500,2012,Number,8437,303
Fort Greene/Brooklyn Hts,Under $500,2012,Number,6299,302
Park Slope,Under $500,2012,Number,2995,306
Crown Heights North,Under $500,2012,Number,7128,308
Brownsville,Under $500,2012,Number,10103,316
East New York,Under $500,2012,Number,8620,305
Canarsie,Under $500,2012,Number,2868,318
East Flatbush,Under $500,2012,Number,2018,317
Crown Heights South,Under $500,2012,Number,2658,309
Sunset Park,Under $500,2012,Number,3607,307
Bay Ridge,Under $500,2012,Number,1583,310
Borough Park,Under $500,2012,Number,2811,312
Flatbush/Midwood,Under $500,2012,Number,3320,314
Sheepshead Bay,Under $500,2012,Number,3596,315
Bensonhurst,Under $500,2012,Number,3139,311
Coney Island,Under $500,2012,Number,8338,313
Astoria,Under $500,2012,Number,6250,401
Jackson Heights,Under $500,2012,Number,1481,403
Flushing,Under $500,2012,Number,2891,407
Bayside,Under $500,2012,Number,134,411
Queens Village,Under $500,2012,Number,453,413
Fresh Meadows/Briarwood,Under $500,2012,Number,1782,408
Elmhurst/Corona,Under $500,2012,Number,1469,404
Rego Park/Forest Hills,Under $500,2012,Number,714,406
Sunnyside/Woodside,Under $500,2012,Number,1267,402
Ridgewood/Glendale,Under $500,2012,Number,993,405
Woodhaven,Under $500,2012,Number,765,409
Jamaica/St. Albans,Under $500,2012,Number,3873,412
Howard Beach,Under $500,2012,Number,490,410
The Rockaways,Under $500,2012,Number,5620,414
Bronx,Under $500,2012,Number,75336,36005
Brooklyn,Under $500,2012,Number,91561,36047
Manhattan,Under $500,2012,Number,81959,36061
Queens,Under $500,2012,Number,28182,36081
Staten Island,Under $500,2012,Number,6771,36085
New York City,Under $500,2012,Number,283809,3651000
Riverdale,Under $500,2012,Percent,0.08842,208
Williamsbridge,Under $500,2012,Percent,0.10624,212
Throgs Neck,Under $500,2012,Percent,0.13395,210
Pelham Parkway,Under $500,2012,Percent,0.13405,211
Morrisania,Under $500,2012,Percent,0.32141,203
East Tremont,Under $500,2012,Percent,0.32141,206
Bedford Park,Under $500,2012,Percent,0.12607,207
University Heights,Under $500,2012,Percent,0.21596,205
Concourse/Highbridge,Under $500,2012,Percent,0.18392,204
Unionport/Soundview,Under $500,2012,Percent,0.1874,209
Mott Haven,Under $500,2012,Percent,0.38739,201
Hunts Point,Under $500,2012,Percent,0.38739,202
Washington Heights,Under $500,2012,Percent,0.14324,112
Manhattanville,Under $500,2012,Percent,0.20202,109
Central Harlem,Under $500,2012,Percent,0.28836,110
East Harlem,Under $500,2012,Percent,0.32185,111
Upper East Side,Under $500,2012,Percent,0.04638,108
Upper West Side,Under $500,2012,Percent,0.10476,107
Chelsea/Clinton,Under $500,2012,Percent,0.10872,104
Midtown Business District,Under $500,2012,Percent,0.10872,105
Murray Hill/Stuyvesant,Under $500,2012,Percent,0.03638,106
Lower East Side,Under $500,2012,Percent,0.2627,103
Battery Park/Tribeca,Under $500,2012,Percent,0.06787,101
Greenwich Village,Under $500,2012,Percent,0.06787,102
Tottenville,Under $500,2012,Percent,0.04664,503
South Beach,Under $500,2012,Percent,0.13197,502
St. George,Under $500,2012,Percent,0.18213,501
Williamsburg/Greenpoint,Under $500,2012,Percent,0.17849,301
Bushwick,Under $500,2012,Percent,0.15384,304
Bedford Stuyvesant,Under $500,2012,Percent,0.22605,303
Fort Greene/Brooklyn Hts,Under $500,2012,Percent,0.17473,302
Park Slope,Under $500,2012,Percent,0.09564,306
Crown Heights North,Under $500,2012,Percent,0.17778,308
Brownsville,Under $500,2012,Percent,0.30278,316
East New York,Under $500,2012,Percent,0.22475,305
Canarsie,Under $500,2012,Percent,0.10669,318
East Flatbush,Under $500,2012,Percent,0.06491,317
Crown Heights South,Under $500,2012,Percent,0.07921,309
Sunset Park,Under $500,2012,Percent,0.10742,307
Bay Ridge,Under $500,2012,Percent,0.05351,310
Borough Park,Under $500,2012,Percent,0.09148,312
Flatbush/Midwood,Under $500,2012,Percent,0.07962,314
Sheepshead Bay,Under $500,2012,Percent,0.12613,315
Bensonhurst,Under $500,2012,Percent,0.08403,311
Coney Island,Under $500,2012,Percent,0.27622,313
Astoria,Under $500,2012,Percent,0.10918,401
Jackson Heights,Under $500,2012,Percent,0.04271,403
Flushing,Under $500,2012,Percent,0.06539,407
Bayside,Under $500,2012,Percent,0.01109,411
Queens Village,Under $500,2012,Percent,0.02904,413
Fresh Meadows/Briarwood,Under $500,2012,Percent,0.06328,408
Elmhurst/Corona,Under $500,2012,Percent,0.04467,404
Rego Park/Forest Hills,Under $500,2012,Percent,0.02695,406
Sunnyside/Woodside,Under $500,2012,Percent,0.03442,402
Ridgewood/Glendale,Under $500,2012,Percent,0.02853,405
Woodhaven,Under $500,2012,Percent,0.03234,409
Jamaica/St. Albans,Under $500,2012,Percent,0.11304,412
Howard Beach,Under $500,2012,Percent,0.03574,410
The Rockaways,Under $500,2012,Percent,0.23579,414
Bronx,Under $500,2012,Percent,0.20305,36005
Brooklyn,Under $500,2012,Percent,0.14688,36047
Manhattan,Under $500,2012,Percent,0.1463,36061
Queens,Under $500,2012,Percent,0.06735,36081
Staten Island,Under $500,2012,Percent,0.14217,36085
New York City,Under $500,2012,Percent,0.14046,3651000
Riverdale,$500 to $999,2012,Number,10003,208
Williamsbridge,$500 to $999,2012,Number,11841,212
Throgs Neck,$500 to $999,2012,Number,9586,210
Pelham Parkway,$500 to $999,2012,Number,11830,211
Morrisania,$500 to $999,2012,Number,9617.62495,203
East Tremont,$500 to $999,2012,Number,10040.37505,206
Bedford Park,$500 to $999,2012,Number,18983,207
University Heights,$500 to $999,2012,Number,18614,205
Concourse/Highbridge,$500 to $999,2012,Number,22030,204
Unionport/Soundview,$500 to $999,2012,Number,20742,209
Mott Haven,$500 to $999,2012,Number,11003.72637,201
Hunts Point,$500 to $999,2012,Number,6283.27363,202
Washington Heights,$500 to $999,2012,Number,27049,112
Manhattanville,$500 to $999,2012,Number,12583,109
Central Harlem,$500 to $999,2012,Number,17588,110
East Harlem,$500 to $999,2012,Number,14991,111
Upper East Side,$500 to $999,2012,Number,8244,108
Upper West Side,$500 to $999,2012,Number,12619,107
Chelsea/Clinton,$500 to $999,2012,Number,7398.92065,104
Midtown Business District,$500 to $999,2012,Number,3703.07935,105
Murray Hill/Stuyvesant,$500 to $999,2012,Number,5015,106
Lower East Side,$500 to $999,2012,Number,18644,103
Battery Park/Tribeca,$500 to $999,2012,Number,3123.73227,101
Greenwich Village,$500 to $999,2012,Number,4611.26773,102
Tottenville,$500 to $999,2012,Number,3836,503
South Beach,$500 to $999,2012,Number,4538,502
St. George,$500 to $999,2012,Number,8685,501
Williamsburg/Greenpoint,$500 to $999,2012,Number,12949,301
Bushwick,$500 to $999,2012,Number,12206,304
Bedford Stuyvesant,$500 to $999,2012,Number,13146,303
Fort Greene/Brooklyn Hts,$500 to $999,2012,Number,7935,302
Park Slope,$500 to $999,2012,Number,5458,306
Crown Heights North,$500 to $999,2012,Number,14839,308
Brownsville,$500 to $999,2012,Number,12871,316
East New York,$500 to $999,2012,Number,12123,305
Canarsie,$500 to $999,2012,Number,8196,318
East Flatbush,$500 to $999,2012,Number,13906,317
Crown Heights South,$500 to $999,2012,Number,16631,309
Sunset Park,$500 to $999,2012,Number,11053,307
Bay Ridge,$500 to $999,2012,Number,8601,310
Borough Park,$500 to $999,2012,Number,9668,312
Flatbush/Midwood,$500 to $999,2012,Number,16085,314
Sheepshead Bay,$500 to $999,2012,Number,10776,315
Bensonhurst,$500 to $999,2012,Number,15771,311
Coney Island,$500 to $999,2012,Number,11922,313
Astoria,$500 to $999,2012,Number,13459,401
Jackson Heights,$500 to $999,2012,Number,9749,403
Flushing,$500 to $999,2012,Number,9615,407
Bayside,$500 to $999,2012,Number,2481,411
Queens Village,$500 to $999,2012,Number,3812,413
Fresh Meadows/Briarwood,$500 to $999,2012,Number,7562,408
Elmhurst/Corona,$500 to $999,2012,Number,8488,404
Rego Park/Forest Hills,$500 to $999,2012,Number,5750,406
Sunnyside/Woodside,$500 to $999,2012,Number,9160,402
Ridgewood/Glendale,$500 to $999,2012,Number,10015,405
Woodhaven,$500 to $999,2012,Number,6068,409
Jamaica/St. Albans,$500 to $999,2012,Number,12389,412
